"id","content","content_en","content_fr","content_kr","content_scn","content_tcn","content_ina","content_thai"
5018,"できるのでしょうか？",,,,"真的有技术可以使用生物的灵魂吗？","真的有技術可以使用生物的靈魂嗎？",,
5019,"少なくとも、エンジニアにそういう研究をしている人は",,,,"至少在工程师之中，没有人在研究这个。","至少在工程師之中，沒有人在研究這個。",,
5020,"いなかったわね。",,,,,,,
5021,"だから、できるかどうかって言われると困るのよね。",,,,"所以，妳问我有没有这个技术，我也回答不了。","所以，妳問我有沒有這個技術，我也回答不了。",,
5022,"館に蔦が残ったままですが、蔦を制御している機械は",,,,"馆邸的藤蔓还在，","館邸的藤蔓還在，",,
5023,"怪物が壊してしまったみたいで……",,,,"但是控制藤蔓的机器已经被怪物给破坏掉了……","但是控制藤蔓的機器已經被怪物給破壞掉了……",,
5024,"うーん……。",,,,"嗯……。","嗯……。",,
5025,"これくらいなら部品を集めれば修理できそうかな？",,,,"这种损坏程度的话，只要收集好零件，应该可以修好吧？","這種損壞程度的話，只要收集好零件，應該可以修好吧？",,
5026,"では、これから部品を集めに行きましょう。",,,,"那，接下来就去收集零件吧。","那，接下來就去收集零件吧。",,
5027,"そうね。",,,,"说的也是，","說的也是，",,
5028,"これ以上館に何か起きる前に、早く機械を直さなきゃ。",,,,"要在馆邸生发什么事情之前，快点把机器修好才行。","要在館邸生發什麼事情之前，快點把機器修好才行。",,
5029,"ちっ、面倒ごとばかり起きやがるな。",,,,"呿，发生这什么麻烦事。","呿，發生這什麼麻煩事。",,
5030,"まさか館が狙われるなんて……",,,,"没想到馆邸会被攻击……","沒想到館邸會被攻擊……",,
5031,"警備の手薄なところを狙うのは常套手段だぜ。",,,,"看准戒备比较松的地方攻击是一般手段啊。","看準戒備比較鬆的地方攻擊是一般手段啊。",,
5032,"対策をしなかったお前らのミスだ。",,,,"是妳没有好好准备对策不对。","是妳沒有好好準備對策不對。",,
5033,"聖女様の館が狙われた事は、今まで一度も無かったので。",,,,"因为至今为止，圣女大人的馆邸从来没有被攻击过。","因為至今為止，聖女大人的館邸從來沒有被攻擊過。",,
5034,"ったく……。まずは逃げる怪物をぶちのめすか。",,,,"真是……首先先把逃走的怪物打死吧。","真是……首先先把逃走的怪物打死吧。",,
5035,"何を言うにしてもそれからだな。",,,,"要考虑什么都等打死他再说。","要考慮什麼都等打死他再說。",,
5036,"どいつもこいつもクソみてえな事しか考えねえな。",,,,"每个家伙都只在考虑那些像屎一样的事。","每個傢伙都只在考慮那些像屎一樣的事。",,
5037,"館に集う魂を集めてどうする気だったのでしょう。",,,,"他想对聚集在馆邸内的灵魂做什么呢？","他想對聚集在館邸內的靈魂做什麼呢？",,
5038,"気になるなら地獄まで追い掛けて怪物に聞いて来な。",,,,"妳在意的话，就追到地狱去追问那只怪物啊。","妳在意的話，就追到地獄去追問那隻怪物啊。",,
5039,"どうせロクな話じゃねえだろうがよ。",,,,"不过反正他也不会好好讲。","不過反正他也不會好好講。",,
5040,"館の蔦が残ったままですので、それは出来かねます。",,,,"藤蔓还留在馆邸上，我不能就此走掉。","藤蔓還留在館邸上，我不能就此走掉。",,
5041,"そうかよ。だが、どうする？",,,,"喔。但是要怎办？","喔。但是要怎辦？",,
5042,"蔦を操る機械とやらは怪物が自分で壊しちまった。",,,,"操纵藤蔓的机器已经被怪物自己破坏掉了。","操縱藤蔓的機器已經被怪物自己破壞掉了。",,
5043,"部品も散らばっちまったぜ？",,,,"零件也飞散掉了耶？","零件也飛散掉了耶？",,
5044,"その部品を集めて、館の者に見せようと思います。",,,,"我想收集那些零件，然后给馆邸的人看看。","我想收集那些零件，然後給館邸的人看看。",,
5045,"もしかしたら修理できるかもしれません。",,,,"说不定他们可以修好。","說不定他們可以修好。",,
5046,"怪物殺しの次は部品集めときたか。",,,,"喂，杀死怪物之后还要我收集零件啊，","喂，殺死怪物之後還要我收集零件啊，",,
5047,"面倒くせえな、オイ。",,,,"麻烦死了。","麻煩死了。",,
5048,"あの怪物は何を企んでいるのかしら……？",,,,"那个怪物到底在图什么……？","那個怪物到底在圖什麼……？",,
5049,"わかりません。館が欲しいのなら、既に占拠は完了して",,,,"不知道，如果目的只是馆邸的话，","不知道，如果目的只是館邸的話，",,
5050,"いるようなものなのですが……",,,,"它几乎可以说是已经占据到了啊……","它幾乎可以說是已經佔據到了啊……",,
5051,"であれば、館を誰かに渡すための時間稼ぎをしている？",,,,"那么，他只是为了要把馆邸交给什么人，才在拖时间而已吗？","那麼，他只是為了要把館邸交給什麼人，才在拖時間而已嗎？",,
5052,"かもしれません。怪物が持つ機械がなければ、",,,,"有可能，而且没有怪物拿的那个机器，也不能除去藤蔓。","有可能，而且沒有怪物拿的那個機器，也不能除去藤蔓。",,
5053,"蔦を除去することができないようですし。",,,,,,,
5054,"……急いで怪物を追い掛けないと大変なことになりそう。",,,,"……不快点追上那个怪物的话，感觉会发生很严重的事。","……不快點追上那個怪物的話，感覺會發生很嚴重的事。",,
5055,"この戦いに負けていたら、私はどうなっていたのかしら",,,,"如果打输了，我会变成怎样呢……","如果打輸了，我會變成怎樣呢……",,
5056,"少なくとも、魂はあの怪物に囚われていたでしょう。",,,,"灵魂应该会被那个怪物关起来吧。","靈魂應該會被那個怪物關起來吧。",,
5057,"恐ろしい……無事に倒せてよかった……",,,,"太可怕了……还好打倒他了……","太可怕了……還好打倒他了……",,
5058,"はい。ですが、館を覆う蔦がまだ残っています。",,,,"嗯，但是，藤蔓还留在馆邸上，不除掉不行。","嗯，但是，藤蔓還留在館邸上，不除掉不行。",,
5059,"これを取り除かなければ。",,,,,,,
5060,"そうね。でも、機械は怪物が壊してしまった……",,,,"嗯，但是，那个机器被怪物给破坏掉了……","嗯，但是，那個機器被怪物給破壞掉了……",,
5061,"直すことはできるの？",,,,"修得好吗？","修得好嗎？",,
5062,"飛び散った部品を集めれば、館の者でも修理できると",,,,"把散落的零件收集起来的话，馆邸的人可能会修。","把散落的零件收集起來的話，館邸的人可能會修。",,
5063,"思います。",,,,,,,
5064,"そう、よかった……",,,,"是吗，太好了……","是嗎，太好了……",,
5065,"館が心配です。",,,,"我很担心馆邸，","我很擔心館邸，",,
5066,"僕達が離れている間に何かあったらどうしましょう……",,,,"我们离开这段时间，如果发生什么事怎么办……","我們離開這段時間，如果發生什麼事怎麼辦……",,
5067,"何かあれば他の従者が知らせてくれると思います。",,,,"如果发生了什么事，我想其他侍者应该会来通知我们的。","如果發生了什麼事，我想其他侍者應該會來通知我們的。",,
5068,"私達は怪物を追うことに専念した方がよいかと。",,,,"我们还是专心追怪物比较好吧。","我們還是專心追怪物比較好吧。",,
5069,"お嬢様がそう仰るのでしたら……",,,,"既然大小姐这么说……","既然大小姐這麼說……",,
5070,"ああ、でも心配です……",,,,"唉，但我还是很担心……","唉，但我還是很擔心……",,
5071,"怪物は、館に集う戦士の魂を狙っていたのですね。",,,,"怪物的目标，好像是聚集在馆邸内的战士灵魂。","怪物的目標，好像是聚集在館邸內的戰士靈魂。",,
5072,"私には貴方もその戦士の一員と見られているように",,,,"在我看来，你也越来越像那些战士的其中一员。","在我看來，你也越來越像那些戰士的其中一員。",,
5073,"思えました。",,,,,,,
5074,"はは。僕は聖女様に仕えるしがないアコライトですよ。",,,,"哈哈，我只是服侍圣女大人的侍者哦。","哈哈，我只是服侍聖女大人的侍者哦。",,
5075,"聖女様の館を守ろうという意志を持つ、それも魂と言って",,,,"那份想保护圣女大人馆邸的意志，不也能说是灵魂吗？","那份想保護聖女大人館邸的意志，不也能說是靈魂嗎？",,
5076,"よいのでは？",,,,,,,
5077,"そうでしょうか？",,,,"是这样的吗？","是這樣的嗎？",,
5078,"ともあれ、館を守るためにも残ったあの蔦を",,,,"不管怎么样，都得除去剩下的藤蔓才行。","不管怎麼樣，都得除去剩下的藤蔓才行。",,
5079,"除去しなければなりません。",,,,,,,
5080,"そうですね。あぁでも機械は怪物が壊してしまいました。",,,,"说的也是，啊，可是机器被怪物弄坏了，","說的也是，啊，可是機器被怪物弄壞了，",,
5081,"何とか修理できればよいのですが……",,,,"如果可以修好的话就好了……","如果可以修好的話就好了……",,
5082,"散らばった部品を集めれば、修理できませんか？",,,,"只要收集好散落的零件，就能修好吗？","只要收集好散落的零件，就能修好嗎？",,
5083,"やってみる価値はあると思います。",,,,"可以试试看，那我们就去收集零件吧。","可以試試看，那我們就去收集零件吧。",,
5084,"では、部品を集めに参りましょうか。",,,,,,,
5085,"気味の悪い怪物だ。ずっとこちらを観察してる。",,,,"真令入不舒服的怪物，","真令入不舒服的怪物，",,
