"id","name","item_no","kind","sub_kind","duration","cond","image","image_frame","effect_image","caption","created_at","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
427,"ウォーケン投票券",426,2,,0,,"item_z_d026.swf",1,"cutinchara01_skl00.swf","2016Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Walken","Bulletin Walken",,"沃肯投票券","沃肯投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2016Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2016Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
428,"フロレンス投票券",427,2,,0,,"item_z_d027.swf",1,"cutinchara01_skl00.swf","2016Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Florence","Bulletin Florence",,"佛罗伦斯投票券","佛羅倫斯投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2016Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2016Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
429,"パルモ投票券",428,2,,0,,"item_z_d028.swf",1,"cutinchara01_skl00.swf","2016Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Palmo","Bulletin Palmo",,"帕茉投票券","帕茉投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2016Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2016Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
430,"アスラ投票券",429,2,,0,,"item_z_d029.swf",1,"cutinchara01_skl00.swf","2016Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Asura","Bulletin Asura",,"阿修罗投票券","阿修羅投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2016Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2016Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
431,"ブロウニング投票券",430,2,,0,,"item_z_d030.swf",1,"cutinchara01_skl00.swf","2016Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Browning","Bulletin Browning",,"布朗宁投票券","布朗寧投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2016Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2016Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
432,"マルセウス投票券",431,2,,0,,"item_z_d031.swf",1,"cutinchara01_skl00.swf","2016Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Marseus","Bulletin Marseus",,"玛尔瑟斯投票券","瑪爾瑟斯投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2016Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2016Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
433,"ルート投票券",432,2,,0,,"item_z_d032.swf",1,"cutinchara01_skl00.swf","2016Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Rood","Bulletin Rood",,"路德投票券","路德投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2016Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2016Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
434,"リュカ投票券",433,2,,0,,"item_z_d033.swf",1,"cutinchara01_skl00.swf","2016Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Luka","Bulletin Luka",,"鲁卡投票券","魯卡投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2016Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2016Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
435,"ステイシア投票券",434,2,,0,,"item_z_d034.swf",1,"cutinchara01_skl00.swf","2016Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Stacia","Bulletin Stacia",,"史塔夏投票券","史塔夏投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2016Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2016Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
436,"ヴォランド投票券",435,2,,0,,"item_z_d035.swf",1,"cutinchara01_skl00.swf","2016Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Vorand","Bulletin Vorand",,"沃兰德投票券","沃蘭德投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2016Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2016Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
437,"C.C.投票券",436,2,,0,,"item_z_d036.swf",1,"cutinchara01_skl00.swf","2016Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for C.C.","Bulletin C.C",,"C.C.投票券","C.C.投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2016Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2016Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
438,"コッブ投票券",437,2,,0,,"item_z_d037.swf",1,"cutinchara01_skl00.swf","2016Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Cobb","Bulletin Cobb",,"柯布投票券","柯布投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2016Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2016Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
439,"イヴリン投票券",438,2,,0,,"item_z_d038.swf",1,"cutinchara01_skl00.swf","2016Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Evelyn","Bulletin Evelyn",,"伊芙琳投票券","伊芙琳投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2016Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2016Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
440,"ブラウ投票券",439,2,,0,,"item_z_d039.swf",1,"cutinchara01_skl00.swf","2016Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Blau","Bulletin Blau",,"布劳投票券","布勞投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2016Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2016Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
441,"カレンベルク投票券",440,2,,0,,"item_z_d040.swf",1,"cutinchara01_skl00.swf","2016Unlightキャラクター人気投票の投票券。投票期間終了後はホワイトヒース3としても使える。",,"Ballot for Karenberg","Bulletin Karenberg",,"凯伦贝克投票券","凱倫貝克投票券",,,"Ballot for the election of the most popular character of Unlight, 2014After the election period, a ballot can be used as a White Health 3.","Bulletin de vote pour les élections du personnage le plus populaire d'Unlight, année 2014. Vous pouvez l'utiliser comme ‘Landes Brumeuses 3' après la fin de la période de vote.",,"2016Unlight角色人气投票的投票券。投票期间结束后投票券可当白色石楠3使用。","2016Unlight角色人氣投票的投票券。投票期間結束後投票券可當白色石楠3使用。",,
